c Graph colouring
c
c edges;1,51;1,52;1,53;1,54;1,55;1,56;1,57;1,58;1,59;1,60;1,61;1,62;1,63;1,64;1,65;1,66;1,67;1,68;1,69;1,70;1,71;1,72;1,73;1,74;1,75;1,76;1,77;1,78;1,79;1,80;1,81;1,82;1,83;1,84;1,85;1,86;1,87;1,88;1,89;1,90;1,91;1,92;1,93;1,94;1,95;1,96;1,97;1,98;1,99;1,100;2,51;2,52;2,53;2,54;2,55;2,56;2,57;2,58;2,59;2,60;2,61;2,62;2,63;2,64;2,65;2,66;2,67;2,68;2,69;2,70;2,71;2,72;2,73;2,74;2,75;2,76;2,77;2,78;2,79;2,80;2,81;2,82;2,83;2,84;2,85;2,86;2,87;2,88;2,89;2,90;2,91;2,92;2,93;2,94;2,95;2,96;2,97;2,98;2,99;2,100;3,51;3,52;3,53;3,54;3,55;3,56;3,57;3,58;3,59;3,60;3,61;3,62;3,63;3,64;3,65;3,66;3,67;3,68;3,69;3,70;3,71;3,72;3,73;3,74;3,75;3,76;3,77;3,78;3,79;3,80;3,81;3,82;3,83;3,84;3,85;3,86;3,87;3,88;3,89;3,90;3,91;3,92;3,93;3,94;3,95;3,96;3,97;3,98;3,99;3,100;4,51;4,52;4,53;4,54;4,55;4,56;4,57;4,58;4,59;4,60;4,61;4,62;4,63;4,64;4,65;4,66;4,67;4,68;4,69;4,70;4,71;4,72;4,73;4,74;4,75;4,76;4,77;4,78;4,79;4,80;4,81;4,82;4,83;4,84;4,85;4,86;4,87;4,88;4,89;4,90;4,91;4,92;4,93;4,94;4,95;4,96;4,97;4,98;4,99;4,100;5,51;5,52;5,53;5,54;5,55;5,56;5,57;5,58;5,59;5,60;5,61;5,62;5,63;5,64;5,65;5,66;5,67;5,68;5,69;5,70;5,71;5,72;5,73;5,74;5,75;5,76;5,77;5,78;5,79;5,80;5,81;5,82;5,83;5,84;5,85;5,86;5,87;5,88;5,89;5,90;5,91;5,92;5,93;5,94;5,95;5,96;5,97;5,98;5,99;5,100;6,51;6,52;6,53;6,54;6,55;6,56;6,57;6,58;6,59;6,60;6,61;6,62;6,63;6,64;6,65;6,66;6,67;6,68;6,69;6,70;6,71;6,72;6,73;6,74;6,75;6,76;6,77;6,78;6,79;6,80;6,81;6,82;6,83;6,84;6,85;6,86;6,87;6,88;6,89;6,90;6,91;6,92;6,93;6,94;6,95;6,96;6,97;6,98;6,99;6,100;7,51;7,52;7,53;7,54;7,55;7,56;7,57;7,58;7,59;7,60;7,61;7,62;7,63;7,64;7,65;7,66;7,67;7,68;7,69;7,70;7,71;7,72;7,73;7,74;7,75;7,76;7,77;7,78;7,79;7,80;7,81;7,82;7,83;7,84;7,85;7,86;7,87;7,88;7,89;7,90;7,91;7,92;7,93;7,94;7,95;7,96;7,97;7,98;7,99;7,100;8,51;8,52;8,53;8,54;8,55;8,56;8,57;8,58;8,59;8,60;8,61;8,62;8,63;8,64;8,65;8,66;8,67;8,68;8,69;8,70;8,71;8,72;8,73;8,74;8,75;8,76;8,77;8,78;8,79;8,80;8,81;8,82;8,83;8,84;8,85;8,86;8,87;8,88;8,89;8,90;8,91;8,92;8,93;8,94;8,95;8,96;8,97;8,98;8,99;8,100;9,51;9,52;9,53;9,54;9,55;9,56;9,57;9,58;9,59;9,60;9,61;9,62;9,63;9,64;9,65;9,66;9,67;9,68;9,69;9,70;9,71;9,72;9,73;9,74;9,75;9,76;9,77;9,78;9,79;9,80;9,81;9,82;9,83;9,84;9,85;9,86;9,87;9,88;9,89;9,90;9,91;9,92;9,93;9,94;9,95;9,96;9,97;9,98;9,99;9,100;10,51;10,52;10,53;10,54;10,55;10,56;10,57;10,58;10,59;10,60;10,61;10,62;10,63;10,64;10,65;10,66;10,67;10,68;10,69;10,70;10,71;10,72;10,73;10,74;10,75;10,76;10,77;10,78;10,79;10,80;10,81;10,82;10,83;10,84;10,85;10,86;10,87;10,88;10,89;10,90;10,91;10,92;10,93;10,94;10,95;10,96;10,97;10,98;10,99;10,100;11,51;11,52;11,53;11,54;11,55;11,56;11,57;11,58;11,59;11,60;11,61;11,62;11,63;11,64;11,65;11,66;11,67;11,68;11,69;11,70;11,71;11,72;11,73;11,74;11,75;11,76;11,77;11,78;11,79;11,80;11,81;11,82;11,83;11,84;11,85;11,86;11,87;11,88;11,89;11,90;11,91;11,92;11,93;11,94;11,95;11,96;11,97;11,98;11,99;11,100;12,51;12,52;12,53;12,54;12,55;12,56;12,57;12,58;12,59;12,60;12,61;12,62;12,63;12,64;12,65;12,66;12,67;12,68;12,69;12,70;12,71;12,72;12,73;12,74;12,75;12,76;12,77;12,78;12,79;12,80;12,81;12,82;12,83;12,84;12,85;12,86;12,87;12,88;12,89;12,90;12,91;12,92;12,93;12,94;12,95;12,96;12,97;12,98;12,99;12,100;13,51;13,52;13,53;13,54;13,55;13,56;13,57;13,58;13,59;13,60;13,61;13,62;13,63;13,64;13,65;13,66;13,67;13,68;13,69;13,70;13,71;13,72;13,73;13,74;13,75;13,76;13,77;13,78;13,79;13,80;13,81;13,82;13,83;13,84;13,85;13,86;13,87;13,88;13,89;13,90;13,91;13,92;13,93;13,94;13,95;13,96;13,97;13,98;13,99;13,100;14,51;14,52;14,53;14,54;14,55;14,56;14,57;14,58;14,59;14,60;14,61;14,62;14,63;14,64;14,65;14,66;14,67;14,68;14,69;14,70;14,71;14,72;14,73;14,74;14,75;14,76;14,77;14,78;14,79;14,80;14,81;14,82;14,83;14,84;14,85;14,86;14,87;14,88;14,89;14,90;14,91;14,92;14,93;14,94;14,95;14,96;14,97;14,98;14,99;14,100;15,51;15,52;15,53;15,54;15,55;15,56;15,57;15,58;15,59;15,60;15,61;15,62;15,63;15,64;15,65;15,66;15,67;15,68;15,69;15,70;15,71;15,72;15,73;15,74;15,75;15,76;15,77;15,78;15,79;15,80;15,81;15,82;15,83;15,84;15,85;15,86;15,87;15,88;15,89;15,90;15,91;15,92;15,93;15,94;15,95;15,96;15,97;15,98;15,99;15,100;16,51;16,52;16,53;16,54;16,55;16,56;16,57;16,58;16,59;16,60;16,61;16,62;16,63;16,64;16,65;16,66;16,67;16,68;16,69;16,70;16,71;16,72;16,73;16,74;16,75;16,76;16,77;16,78;16,79;16,80;16,81;16,82;16,83;16,84;16,85;16,86;16,87;16,88;16,89;16,90;16,91;16,92;16,93;16,94;16,95;16,96;16,97;16,98;16,99;16,100;17,51;17,52;17,53;17,54;17,55;17,56;17,57;17,58;17,59;17,60;17,61;17,62;17,63;17,64;17,65;17,66;17,67;17,68;17,69;17,70;17,71;17,72;17,73;17,74;17,75;17,76;17,77;17,78;17,79;17,80;17,81;17,82;17,83;17,84;17,85;17,86;17,87;17,88;17,89;17,90;17,91;17,92;17,93;17,94;17,95;17,96;17,97;17,98;17,99;17,100;18,51;18,52;18,53;18,54;18,55;18,56;18,57;18,58;18,59;18,60;18,61;18,62;18,63;18,64;18,65;18,66;18,67;18,68;18,69;18,70;18,71;18,72;18,73;18,74;18,75;18,76;18,77;18,78;18,79;18,80;18,81;18,82;18,83;18,84;18,85;18,86;18,87;18,88;18,89;18,90;18,91;18,92;18,93;18,94;18,95;18,96;18,97;18,98;18,99;18,100;19,51;19,52;19,53;19,54;19,55;19,56;19,57;19,58;19,59;19,60;19,61;19,62;19,63;19,64;19,65;19,66;19,67;19,68;19,69;19,70;19,71;19,72;19,73;19,74;19,75;19,76;19,77;19,78;19,79;19,80;19,81;19,82;19,83;19,84;19,85;19,86;19,87;19,88;19,89;19,90;19,91;19,92;19,93;19,94;19,95;19,96;19,97;19,98;19,99;19,100;20,51;20,52;20,53;20,54;20,55;20,56;20,57;20,58;20,59;20,60;20,61;20,62;20,63;20,64;20,65;20,66;20,67;20,68;20,69;20,70;20,71;20,72;20,73;20,74;20,75;20,76;20,77;20,78;20,79;20,80;20,81;20,82;20,83;20,84;20,85;20,86;20,87;20,88;20,89;20,90;20,91;20,92;20,93;20,94;20,95;20,96;20,97;20,98;20,99;20,100;21,51;21,52;21,53;21,54;21,55;21,56;21,57;21,58;21,59;21,60;21,61;21,62;21,63;21,64;21,65;21,66;21,67;21,68;21,69;21,70;21,71;21,72;21,73;21,74;21,75;21,76;21,77;21,78;21,79;21,80;21,81;21,82;21,83;21,84;21,85;21,86;21,87;21,88;21,89;21,90;21,91;21,92;21,93;21,94;21,95;21,96;21,97;21,98;21,99;21,100;22,51;22,52;22,53;22,54;22,55;22,56;22,57;22,58;22,59;22,60;22,61;22,62;22,63;22,64;22,65;22,66;22,67;22,68;22,69;22,70;22,71;22,72;22,73;22,74;22,75;22,76;22,77;22,78;22,79;22,80;22,81;22,82;22,83;22,84;22,85;22,86;22,87;22,88;22,89;22,90;22,91;22,92;22,93;22,94;22,95;22,96;22,97;22,98;22,99;22,100;23,51;23,52;23,53;23,54;23,55;23,56;23,57;23,58;23,59;23,60;23,61;23,62;23,63;23,64;23,65;23,66;23,67;23,68;23,69;23,70;23,71;23,72;23,73;23,74;23,75;23,76;23,77;23,78;23,79;23,80;23,81;23,82;23,83;23,84;23,85;23,86;23,87;23,88;23,89;23,90;23,91;23,92;23,93;23,94;23,95;23,96;23,97;23,98;23,99;23,100;24,51;24,52;24,53;24,54;24,55;24,56;24,57;24,58;24,59;24,60;24,61;24,62;24,63;24,64;24,65;24,66;24,67;24,68;24,69;24,70;24,71;24,72;24,73;24,74;24,75;24,76;24,77;24,78;24,79;24,80;24,81;24,82;24,83;24,84;24,85;24,86;24,87;24,88;24,89;24,90;24,91;24,92;24,93;24,94;24,95;24,96;24,97;24,98;24,99;24,100;25,51;25,52;25,53;25,54;25,55;25,56;25,57;25,58;25,59;25,60;25,61;25,62;25,63;25,64;25,65;25,66;25,67;25,68;25,69;25,70;25,71;25,72;25,73;25,74;25,75;25,76;25,77;25,78;25,79;25,80;25,81;25,82;25,83;25,84;25,85;25,86;25,87;25,88;25,89;25,90;25,91;25,92;25,93;25,94;25,95;25,96;25,97;25,98;25,99;25,100;26,51;26,52;26,53;26,54;26,55;26,56;26,57;26,58;26,59;26,60;26,61;26,62;26,63;26,64;26,65;26,66;26,67;26,68;26,69;26,70;26,71;26,72;26,73;26,74;26,75;26,76;26,77;26,78;26,79;26,80;26,81;26,82;26,83;26,84;26,85;26,86;26,87;26,88;26,89;26,90;26,91;26,92;26,93;26,94;26,95;26,96;26,97;26,98;26,99;26,100;27,51;27,52;27,53;27,54;27,55;27,56;27,57;27,58;27,59;27,60;27,61;27,62;27,63;27,64;27,65;27,66;27,67;27,68;27,69;27,70;27,71;27,72;27,73;27,74;27,75;27,76;27,77;27,78;27,79;27,80;27,81;27,82;27,83;27,84;27,85;27,86;27,87;27,88;27,89;27,90;27,91;27,92;27,93;27,94;27,95;27,96;27,97;27,98;27,99;27,100;28,51;28,52;28,53;28,54;28,55;28,56;28,57;28,58;28,59;28,60;28,61;28,62;28,63;28,64;28,65;28,66;28,67;28,68;28,69;28,70;28,71;28,72;28,73;28,74;28,75;28,76;28,77;28,78;28,79;28,80;28,81;28,82;28,83;28,84;28,85;28,86;28,87;28,88;28,89;28,90;28,91;28,92;28,93;28,94;28,95;28,96;28,97;28,98;28,99;28,100;29,51;29,52;29,53;29,54;29,55;29,56;29,57;29,58;29,59;29,60;29,61;29,62;29,63;29,64;29,65;29,66;29,67;29,68;29,69;29,70;29,71;29,72;29,73;29,74;29,75;29,76;29,77;29,78;29,79;29,80;29,81;29,82;29,83;29,84;29,85;29,86;29,87;29,88;29,89;29,90;29,91;29,92;29,93;29,94;29,95;29,96;29,97;29,98;29,99;29,100;30,51;30,52;30,53;30,54;30,55;30,56;30,57;30,58;30,59;30,60;30,61;30,62;30,63;30,64;30,65;30,66;30,67;30,68;30,69;30,70;30,71;30,72;30,73;30,74;30,75;30,76;30,77;30,78;30,79;30,80;30,81;30,82;30,83;30,84;30,85;30,86;30,87;30,88;30,89;30,90;30,91;30,92;30,93;30,94;30,95;30,96;30,97;30,98;30,99;30,100;31,51;31,52;31,53;31,54;31,55;31,56;31,57;31,58;31,59;31,60;31,61;31,62;31,63;31,64;31,65;31,66;31,67;31,68;31,69;31,70;31,71;31,72;31,73;31,74;31,75;31,76;31,77;31,78;31,79;31,80;31,81;31,82;31,83;31,84;31,85;31,86;31,87;31,88;31,89;31,90;31,91;31,92;31,93;31,94;31,95;31,96;31,97;31,98;31,99;31,100;32,51;32,52;32,53;32,54;32,55;32,56;32,57;32,58;32,59;32,60;32,61;32,62;32,63;32,64;32,65;32,66;32,67;32,68;32,69;32,70;32,71;32,72;32,73;32,74;32,75;32,76;32,77;32,78;32,79;32,80;32,81;32,82;32,83;32,84;32,85;32,86;32,87;32,88;32,89;32,90;32,91;32,92;32,93;32,94;32,95;32,96;32,97;32,98;32,99;32,100;33,51;33,52;33,53;33,54;33,55;33,56;33,57;33,58;33,59;33,60;33,61;33,62;33,63;33,64;33,65;33,66;33,67;33,68;33,69;33,70;33,71;33,72;33,73;33,74;33,75;33,76;33,77;33,78;33,79;33,80;33,81;33,82;33,83;33,84;33,85;33,86;33,87;33,88;33,89;33,90;33,91;33,92;33,93;33,94;33,95;33,96;33,97;33,98;33,99;33,100;34,51;34,52;34,53;34,54;34,55;34,56;34,57;34,58;34,59;34,60;34,61;34,62;34,63;34,64;34,65;34,66;34,67;34,68;34,69;34,70;34,71;34,72;34,73;34,74;34,75;34,76;34,77;34,78;34,79;34,80;34,81;34,82;34,83;34,84;34,85;34,86;34,87;34,88;34,89;34,90;34,91;34,92;34,93;34,94;34,95;34,96;34,97;34,98;34,99;34,100;35,51;35,52;35,53;35,54;35,55;35,56;35,57;35,58;35,59;35,60;35,61;35,62;35,63;35,64;35,65;35,66;35,67;35,68;35,69;35,70;35,71;35,72;35,73;35,74;35,75;35,76;35,77;35,78;35,79;35,80;35,81;35,82;35,83;35,84;35,85;35,86;35,87;35,88;35,89;35,90;35,91;35,92;35,93;35,94;35,95;35,96;35,97;35,98;35,99;35,100;36,51;36,52;36,53;36,54;36,55;36,56;36,57;36,58;36,59;36,60;36,61;36,62;36,63;36,64;36,65;36,66;36,67;36,68;36,69;36,70;36,71;36,72;36,73;36,74;36,75;36,76;36,77;36,78;36,79;36,80;36,81;36,82;36,83;36,84;36,85;36,86;36,87;36,88;36,89;36,90;36,91;36,92;36,93;36,94;36,95;36,96;36,97;36,98;36,99;36,100;37,51;37,52;37,53;37,54;37,55;37,56;37,57;37,58;37,59;37,60;37,61;37,62;37,63;37,64;37,65;37,66;37,67;37,68;37,69;37,70;37,71;37,72;37,73;37,74;37,75;37,76;37,77;37,78;37,79;37,80;37,81;37,82;37,83;37,84;37,85;37,86;37,87;37,88;37,89;37,90;37,91;37,92;37,93;37,94;37,95;37,96;37,97;37,98;37,99;37,100;38,51;38,52;38,53;38,54;38,55;38,56;38,57;38,58;38,59;38,60;38,61;38,62;38,63;38,64;38,65;38,66;38,67;38,68;38,69;38,70;38,71;38,72;38,73;38,74;38,75;38,76;38,77;38,78;38,79;38,80;38,81;38,82;38,83;38,84;38,85;38,86;38,87;38,88;38,89;38,90;38,91;38,92;38,93;38,94;38,95;38,96;38,97;38,98;38,99;38,100;39,51;39,52;39,53;39,54;39,55;39,56;39,57;39,58;39,59;39,60;39,61;39,62;39,63;39,64;39,65;39,66;39,67;39,68;39,69;39,70;39,71;39,72;39,73;39,74;39,75;39,76;39,77;39,78;39,79;39,80;39,81;39,82;39,83;39,84;39,85;39,86;39,87;39,88;39,89;39,90;39,91;39,92;39,93;39,94;39,95;39,96;39,97;39,98;39,99;39,100;40,51;40,52;40,53;40,54;40,55;40,56;40,57;40,58;40,59;40,60;40,61;40,62;40,63;40,64;40,65;40,66;40,67;40,68;40,69;40,70;40,71;40,72;40,73;40,74;40,75;40,76;40,77;40,78;40,79;40,80;40,81;40,82;40,83;40,84;40,85;40,86;40,87;40,88;40,89;40,90;40,91;40,92;40,93;40,94;40,95;40,96;40,97;40,98;40,99;40,100;41,51;41,52;41,53;41,54;41,55;41,56;41,57;41,58;41,59;41,60;41,61;41,62;41,63;41,64;41,65;41,66;41,67;41,68;41,69;41,70;41,71;41,72;41,73;41,74;41,75;41,76;41,77;41,78;41,79;41,80;41,81;41,82;41,83;41,84;41,85;41,86;41,87;41,88;41,89;41,90;41,91;41,92;41,93;41,94;41,95;41,96;41,97;41,98;41,99;41,100;42,51;42,52;42,53;42,54;42,55;42,56;42,57;42,58;42,59;42,60;42,61;42,62;42,63;42,64;42,65;42,66;42,67;42,68;42,69;42,70;42,71;42,72;42,73;42,74;42,75;42,76;42,77;42,78;42,79;42,80;42,81;42,82;42,83;42,84;42,85;42,86;42,87;42,88;42,89;42,90;42,91;42,92;42,93;42,94;42,95;42,96;42,97;42,98;42,99;42,100;43,51;43,52;43,53;43,54;43,55;43,56;43,57;43,58;43,59;43,60;43,61;43,62;43,63;43,64;43,65;43,66;43,67;43,68;43,69;43,70;43,71;43,72;43,73;43,74;43,75;43,76;43,77;43,78;43,79;43,80;43,81;43,82;43,83;43,84;43,85;43,86;43,87;43,88;43,89;43,90;43,91;43,92;43,93;43,94;43,95;43,96;43,97;43,98;43,99;43,100;44,51;44,52;44,53;44,54;44,55;44,56;44,57;44,58;44,59;44,60;44,61;44,62;44,63;44,64;44,65;44,66;44,67;44,68;44,69;44,70;44,71;44,72;44,73;44,74;44,75;44,76;44,77;44,78;44,79;44,80;44,81;44,82;44,83;44,84;44,85;44,86;44,87;44,88;44,89;44,90;44,91;44,92;44,93;44,94;44,95;44,96;44,97;44,98;44,99;44,100;45,51;45,52;45,53;45,54;45,55;45,56;45,57;45,58;45,59;45,60;45,61;45,62;45,63;45,64;45,65;45,66;45,67;45,68;45,69;45,70;45,71;45,72;45,73;45,74;45,75;45,76;45,77;45,78;45,79;45,80;45,81;45,82;45,83;45,84;45,85;45,86;45,87;45,88;45,89;45,90;45,91;45,92;45,93;45,94;45,95;45,96;45,97;45,98;45,99;45,100;46,51;46,52;46,53;46,54;46,55;46,56;46,57;46,58;46,59;46,60;46,61;46,62;46,63;46,64;46,65;46,66;46,67;46,68;46,69;46,70;46,71;46,72;46,73;46,74;46,75;46,76;46,77;46,78;46,79;46,80;46,81;46,82;46,83;46,84;46,85;46,86;46,87;46,88;46,89;46,90;46,91;46,92;46,93;46,94;46,95;46,96;46,97;46,98;46,99;46,100;47,51;47,52;47,53;47,54;47,55;47,56;47,57;47,58;47,59;47,60;47,61;47,62;47,63;47,64;47,65;47,66;47,67;47,68;47,69;47,70;47,71;47,72;47,73;47,74;47,75;47,76;47,77;47,78;47,79;47,80;47,81;47,82;47,83;47,84;47,85;47,86;47,87;47,88;47,89;47,90;47,91;47,92;47,93;47,94;47,95;47,96;47,97;47,98;47,99;47,100;48,51;48,52;48,53;48,54;48,55;48,56;48,57;48,58;48,59;48,60;48,61;48,62;48,63;48,64;48,65;48,66;48,67;48,68;48,69;48,70;48,71;48,72;48,73;48,74;48,75;48,76;48,77;48,78;48,79;48,80;48,81;48,82;48,83;48,84;48,85;48,86;48,87;48,88;48,89;48,90;48,91;48,92;48,93;48,94;48,95;48,96;48,97;48,98;48,99;48,100;49,51;49,52;49,53;49,54;49,55;49,56;49,57;49,58;49,59;49,60;49,61;49,62;49,63;49,64;49,65;49,66;49,67;49,68;49,69;49,70;49,71;49,72;49,73;49,74;49,75;49,76;49,77;49,78;49,79;49,80;49,81;49,82;49,83;49,84;49,85;49,86;49,87;49,88;49,89;49,90;49,91;49,92;49,93;49,94;49,95;49,96;49,97;49,98;49,99;49,100;50,51;50,52;50,53;50,54;50,55;50,56;50,57;50,58;50,59;50,60;50,61;50,62;50,63;50,64;50,65;50,66;50,67;50,68;50,69;50,70;50,71;50,72;50,73;50,74;50,75;50,76;50,77;50,78;50,79;50,80;50,81;50,82;50,83;50,84;50,85;50,86;50,87;50,88;50,89;50,90;50,91;50,92;50,93;50,94;50,95;50,96;50,97;50,98;50,99;50,100
c n = number of vertices = 100
c m = number of edges = 2500
c k = number of colours = 2
c vertex i=0,...,n-1 has colour c=0,...,k-1 if variable i*k+c+1 True
c
c We have nk=200 variables and n+(k^2-k)n/2+mk=5200 clauses.
c
p cnf 200 5200
